colour	x	y	fill
#275277	8	0.03	#275277
#275277	8	0.04	#275277
#275277	8	0.03	#275277
#275277	9	0.32	#275277
#275277	9	0.34	#275277
#275277	9	0.37	#275277
#275277	9	0.37	#275277
#275277	9	0.37	#275277
#275277	9	0.38	#275277
#275277	9	0.38	#275277
#275277	9	0.4	#275277
#275277	9	0.38	#275277
#275277	9	0.39	#275277
#275277	9	0.4	#275277
#275277	9	0.38	#275277
#275277	10	0.26	#275277
#275277	10	0.23	#275277
#275277	10	0.27	#275277
#275277	10	0.27	#275277
#275277	10	0.26	#275277
#275277	10	0.25	#275277
#275277	10	0.26	#275277
#275277	10	0.28	#275277
#275277	10	0.26	#275277
#275277	10	0.26	#275277
#275277	10	0.26	#275277
#275277	10	0.31	#275277
#275277	11	28.07	#275277
#275277	11	28.3	#275277
#275277	11	28.25	#275277
#275277	11	28.45	#275277
#275277	11	28.37	#275277
#275277	11	28.3	#275277
#275277	11	28.06	#275277
#275277	11	28.34	#275277
#275277	11	28.37	#275277
#275277	11	28.15	#275277
#275277	11	28.26	#275277
#275277	11	28.09	#275277
#275277	12	7.42	#275277
#275277	12	7.29	#275277
#275277	12	7.26	#275277
#275277	12	7.38	#275277
#275277	12	7.29	#275277
#275277	12	7.33	#275277
#275277	12	7.27	#275277
#275277	12	7.18	#275277
#275277	12	7.1	#275277
#275277	12	6.86	#275277
#275277	12	6.85	#275277
#275277	12	6.72	#275277
#275277	13	0	#275277
#275277	13	0	#275277
#275277	13	0	#275277
#275277	13	0	#275277
#275277	13	0	#275277
#275277	13	0	#275277
#275277	13	0	#275277
#275277	13	0	#275277
#275277	13	0	#275277
#275277	13	0	#275277
#275277	13	0	#275277
#275277	13	0	#275277
#275277	14	0.05	#275277
#275277	14	0.05	#275277
#275277	14	0.05	#275277
#275277	14	0.05	#275277
#275277	14	0.02	#275277
#275277	14	0.01	#275277
#275277	14	0	#275277
#275277	14	0	#275277
#275277	14	0	#275277
#275277	14	0	#275277
#275277	14	0	#275277
#275277	14	0	#275277
#275277	15	0.42	#275277
#275277	15	0.5	#275277
#275277	15	0.53	#275277
#275277	15	0.51	#275277
#275277	15	0.49	#275277
#275277	15	0.49	#275277
#275277	15	0.47	#275277
#275277	15	0.42	#275277
#275277	15	0.41	#275277
#275277	15	0.46	#275277
#275277	15	0.49	#275277
#275277	15	0.5	#275277
#275277	16	3.03	#275277
#275277	16	3.2	#275277
#275277	16	3.29	#275277
#275277	16	3.29	#275277
#275277	16	3.32	#275277
#275277	16	3.29	#275277
#275277	16	3.45	#275277
#275277	16	3.34	#275277
#275277	16	3.28	#275277
#275277	16	3.31	#275277
#275277	16	3.39	#275277
#275277	16	3.41	#275277
#275277	17	0.21	#275277
#275277	17	0.24	#275277
#275277	17	0.27	#275277
#275277	17	0.25	#275277
#275277	17	0.29	#275277
#275277	17	0.3	#275277
#275277	17	0.34	#275277
#275277	17	0.43	#275277
#275277	17	0.48	#275277
#275277	17	0.65	#275277
#275277	17	0.76	#275277
#275277	17	1.03	#275277
#275277	18	3.7	#275277
#275277	18	3.64	#275277
#275277	18	3.51	#275277
#275277	18	3.36	#275277
#275277	18	3.25	#275277
#275277	18	3.25	#275277
#275277	18	3.28	#275277
#275277	18	3.22	#275277
#275277	18	3.18	#275277
#275277	18	3.12	#275277
#275277	18	3.08	#275277
#275277	18	2.97	#275277
#275277	19	18.55	#275277
#275277	19	18.37	#275277
#275277	19	18.18	#275277
#275277	19	18.2	#275277
#275277	19	18.11	#275277
#275277	19	17.91	#275277
#275277	19	17.8	#275277
#275277	19	17.53	#275277
#275277	19	17.33	#275277
#275277	19	16.93	#275277
#275277	19	16.54	#275277
#275277	19	16.28	#275277
#275277	20	0.56	#275277
#275277	20	0.53	#275277
#275277	20	0.55	#275277
#275277	20	0.55	#275277
#275277	20	0.57	#275277
#275277	20	0.6	#275277
#275277	20	0.65	#275277
#275277	20	0.67	#275277
#275277	20	0.71	#275277
#275277	20	0.76	#275277
#275277	20	0.76	#275277
#275277	20	0.77	#275277
#275277	21	6.54	#275277
#275277	21	6.44	#275277
#275277	21	6.39	#275277
#275277	21	6.25	#275277
#275277	21	6.19	#275277
#275277	21	6.22	#275277
#275277	21	6.22	#275277
#275277	21	6.18	#275277
#275277	21	6.3	#275277
#275277	21	6.38	#275277
#275277	21	6.44	#275277
#275277	21	6.51	#275277
#275277	22	1.13	#275277
#275277	22	1.1	#275277
#275277	22	1.18	#275277
#275277	22	1.14	#275277
#275277	22	1.22	#275277
#275277	22	1.19	#275277
#275277	22	1.17	#275277
#275277	22	1.22	#275277
#275277	22	1.17	#275277
#275277	22	1.23	#275277
#275277	22	1.24	#275277
#275277	22	1.31	#275277
#275277	23	2.53	#275277
#275277	23	2.42	#275277
#275277	23	2.34	#275277
#275277	23	2.19	#275277
#275277	23	2.19	#275277
#275277	23	2.16	#275277
#275277	23	2.16	#275277
#275277	23	2.21	#275277
#275277	23	2.32	#275277
#275277	23	2.45	#275277
#275277	23	2.5	#275277
#275277	23	2.63	#275277
#275277	24	0.07	#275277
#275277	24	0.07	#275277
#275277	24	0.07	#275277
#275277	24	0.06	#275277
#275277	24	0.07	#275277
#275277	24	0.06	#275277
#275277	24	0.06	#275277
#275277	24	0.06	#275277
#275277	24	0.06	#275277
#275277	24	0.08	#275277
#275277	24	0.08	#275277
#275277	24	0.09	#275277
#275277	25	0.17	#275277
#275277	25	0.2	#275277
#275277	25	0.18	#275277
#275277	25	0.2	#275277
#275277	25	0.2	#275277
#275277	25	0.2	#275277
#275277	25	0.2	#275277
#275277	25	0.23	#275277
#275277	25	0.26	#275277
#275277	25	0.29	#275277
#275277	25	0.28	#275277
#275277	25	0.32	#275277
#275277	26	0	#275277
#275277	26	0	#275277
#275277	26	0	#275277
#275277	26	0	#275277
#275277	26	0	#275277
#275277	26	0	#275277
#275277	26	0	#275277
#275277	26	0	#275277
#275277	26	0	#275277
#275277	26	0	#275277
#275277	26	0	#275277
#275277	26	0	#275277
#275277	27	0	#275277
#275277	27	0	#275277
#275277	27	0	#275277
#275277	27	0	#275277
#275277	27	0	#275277
#275277	27	0	#275277
#275277	27	0	#275277
#275277	27	0	#275277
#275277	27	0	#275277
#275277	27	0	#275277
#275277	27	0	#275277
#275277	27	0	#275277
#275277	28	2.21	#275277
#275277	28	2.22	#275277
#275277	28	2.3	#275277
#275277	28	2.3	#275277
#275277	28	2.36	#275277
#275277	28	2.35	#275277
#275277	28	2.45	#275277
#275277	28	2.55	#275277
#275277	28	2.55	#275277
#275277	28	2.62	#275277
#275277	28	2.54	#275277
#275277	28	2.46	#275277
#275277	29	5.35	#275277
#275277	29	5.33	#275277
#275277	29	5.37	#275277
#275277	29	5.35	#275277
#275277	29	5.31	#275277
#275277	29	5.32	#275277
#275277	29	5.4	#275277
#275277	29	5.28	#275277
#275277	29	5.17	#275277
#275277	29	5.15	#275277
#275277	29	5.16	#275277
#275277	29	5.15	#275277
