colour	x	y	showSelected1	group
#3C7CB0	28	1.41	2016	28
#3C7CB0	28	1.43	2016	28
#3C7CB0	28	1.44	2016	28
#3C7CB0	28	1.42	2016	28
#3F83BA	28	1.39	2017	28
#3F83BA	28	1.4	2017	28
#3F83BA	28	1.35	2017	28
#3F83BA	28	1.31	2017	28
#3F83BA	28	1.31	2017	28
#3F83BA	28	1.35	2017	28
#3F83BA	28	1.44	2017	28
#3F83BA	28	1.43	2017	28
#3F83BA	28	1.49	2017	28
#3F83BA	28	1.51	2017	28
#3F83BA	28	1.51	2017	28
#3F83BA	28	1.48	2017	28
#438BC4	28	1.42	2018	28
#438BC4	28	1.41	2018	28
#438BC4	28	1.38	2018	28
#438BC4	28	1.35	2018	28
#438BC4	28	1.35	2018	28
#438BC4	28	1.38	2018	28
#438BC4	28	1.39	2018	28
#438BC4	28	1.4	2018	28
#438BC4	28	1.42	2018	28
#438BC4	28	1.44	2018	28
#438BC4	28	1.44	2018	28
#438BC4	28	1.42	2018	28
#4792CE	28	1.38	2019	28
#4792CE	28	1.36	2019	28
#4792CE	28	1.35	2019	28
#4792CE	28	1.32	2019	28
#4792CE	28	1.36	2019	28
#4792CE	28	1.38	2019	28
#4792CE	28	1.37	2019	28
#4792CE	28	1.42	2019	28
#4792CE	28	1.42	2019	28
#4792CE	28	1.39	2019	28
#4792CE	28	1.35	2019	28
#4792CE	28	1.35	2019	28
#4B9AD8	28	1.4	2020	28
#4B9AD8	28	1.35	2020	28
#4B9AD8	28	1.3	2020	28
#4B9AD8	28	1.34	2020	28
#4B9AD8	28	1.37	2020	28
#4B9AD8	28	1.42	2020	28
#4B9AD8	28	1.34	2020	28
#4B9AD8	28	1.31	2020	28
#4B9AD8	28	1.27	2020	28
#4B9AD8	28	1.23	2020	28
#4B9AD8	28	1.11	2020	28
#4B9AD8	28	1.04	2020	28
#4EA2E2	28	1.14	2021	28
#4EA2E2	28	1.16	2021	28
#4EA2E2	28	1.24	2021	28
#4EA2E2	28	1.3	2021	28
#4EA2E2	28	1.39	2021	28
#4EA2E2	28	1.32	2021	28
#4EA2E2	28	1.23	2021	28
#4EA2E2	28	1.21	2021	28
#4EA2E2	28	1.25	2021	28
#4EA2E2	28	1.26	2021	28
#4EA2E2	28	1.22	2021	28
#4EA2E2	28	1.19	2021	28
#52A9ED	28	1.06	2022	28
#52A9ED	28	1.05	2022	28
#52A9ED	28	0.95	2022	28
#52A9ED	28	0.88	2022	28
#52A9ED	28	0.86	2022	28
#52A9ED	28	0.91	2022	28
#52A9ED	28	1.01	2022	28
#52A9ED	28	1.01	2022	28
#52A9ED	28	1.02	2022	28
#52A9ED	28	1.02	2022	28
#52A9ED	28	1.01	2022	28
#52A9ED	28	1.03	2022	28
#56B1F7	28	1.02	2023	28
#56B1F7	28	1.01	2023	28
#56B1F7	28	0.98	2023	28
#56B1F7	28	0.96	2023	28
#56B1F7	28	0.95	2023	28
#132B43	29	8.5	2004	29
#132B43	29	8.51	2004	29
#132B43	29	8.38	2004	29
#132B43	29	8.46	2004	29
#132B43	29	8.21	2004	29
#132B43	29	8.06	2004	29
#16314B	29	7.78	2005	29
#16314B	29	7.65	2005	29
#16314B	29	7.66	2005	29
#16314B	29	7.51	2005	29
#16314B	29	7.65	2005	29
#16314B	29	7.57	2005	29
#16314B	29	7.51	2005	29
#16314B	29	7.41	2005	29
#16314B	29	7.26	2005	29
#16314B	29	7.2	2005	29
#16314B	29	6.91	2005	29
#16314B	29	6.91	2005	29
#193754	29	6.88	2006	29
#193754	29	6.73	2006	29
#193754	29	6.65	2006	29
#193754	29	6.5	2006	29
#193754	29	6.45	2006	29
#193754	29	6.29	2006	29
#193754	29	6.23	2006	29
#193754	29	6.19	2006	29
#193754	29	6.04	2006	29
#193754	29	6.01	2006	29
#193754	29	5.9	2006	29
#193754	29	5.84	2006	29
#1D3E5C	29	5.67	2007	29
#1D3E5C	29	5.61	2007	29
#1D3E5C	29	5.69	2007	29
#1D3E5C	29	5.67	2007	29
#1D3E5C	29	5.58	2007	29
#1D3E5C	29	5.55	2007	29
#1D3E5C	29	5.58	2007	29
#1D3E5C	29	5.29	2007	29
#1D3E5C	29	5.13	2007	29
#1D3E5C	29	5.12	2007	29
#1D3E5C	29	5.27	2007	29
#1D3E5C	29	5.22	2007	29
#204465	29	5.13	2008	29
#204465	29	5.23	2008	29
#204465	29	5.34	2008	29
#204465	29	5.17	2008	29
#204465	29	5.09	2008	29
#204465	29	5.1	2008	29
#204465	29	5.12	2008	29
#204465	29	5.3	2008	29
#204465	29	5.18	2008	29
#204465	29	5.34	2008	29
#204465	29	5.35	2008	29
#204465	29	5.28	2008	29
#234B6E	29	5.39	2009	29
#234B6E	29	5.4	2009	29
#234B6E	29	5.45	2009	29
#234B6E	29	5.45	2009	29
#234B6E	29	5.43	2009	29
#234B6E	29	5.44	2009	29
#234B6E	29	5.4	2009	29
#234B6E	29	5.4	2009	29
#234B6E	29	5.39	2009	29
#234B6E	29	5.34	2009	29
#234B6E	29	5.36	2009	29
#234B6E	29	5.4	2009	29
#275277	29	5.35	2010	29
#275277	29	5.33	2010	29
#275277	29	5.37	2010	29
#275277	29	5.35	2010	29
#275277	29	5.31	2010	29
#275277	29	5.32	2010	29
#275277	29	5.4	2010	29
#275277	29	5.28	2010	29
#275277	29	5.17	2010	29
#275277	29	5.15	2010	29
#275277	29	5.16	2010	29
#275277	29	5.15	2010	29
#2A5980	29	4.98	2011	29
#2A5980	29	4.92	2011	29
#2A5980	29	4.93	2011	29
#2A5980	29	4.94	2011	29
#2A5980	29	4.91	2011	29
#2A5980	29	4.8	2011	29
#2A5980	29	4.79	2011	29
#2A5980	29	4.79	2011	29
#2A5980	29	4.69	2011	29
#2A5980	29	4.54	2011	29
#2A5980	29	4.41	2011	29
#2A5980	29	4.29	2011	29
#2E608A	29	4.15	2012	29
#2E608A	29	4.01	2012	29
#2E608A	29	4.02	2012	29
#2E608A	29	3.96	2012	29
#2E608A	29	3.86	2012	29
#2E608A	29	3.86	2012	29
#2E608A	29	3.82	2012	29
#2E608A	29	3.85	2012	29
#2E608A	29	3.76	2012	29
#2E608A	29	3.74	2012	29
#2E608A	29	3.69	2012	29
#2E608A	29	3.65	2012	29
#316793	29	3.67	2013	29
#316793	29	3.62	2013	29
#316793	29	3.57	2013	29
#316793	29	3.46	2013	29
#316793	29	3.36	2013	29
#316793	29	3.23	2013	29
#316793	29	3.17	2013	29
#316793	29	3.08	2013	29
#316793	29	3.02	2013	29
#316793	29	3.04	2013	29
#316793	29	3.07	2013	29
#316793	29	3.12	2013	29
#356E9D	29	3.02	2014	29
#356E9D	29	2.91	2014	29
#356E9D	29	2.94	2014	29
#356E9D	29	2.84	2014	29
#356E9D	29	2.77	2014	29
#356E9D	29	2.7	2014	29
#356E9D	29	2.67	2014	29
#356E9D	29	2.6	2014	29
#356E9D	29	2.53	2014	29
#356E9D	29	2.45	2014	29
#356E9D	29	2.39	2014	29
#356E9D	29	2.43	2014	29
#3875A6	29	2.4	2015	29
#3875A6	29	2.45	2015	29
#3875A6	29	2.37	2015	29
#3875A6	29	2.38	2015	29
#3875A6	29	2.35	2015	29
#3875A6	29	2.23	2015	29
#3875A6	29	2.16	2015	29
#3875A6	29	2.11	2015	29
#3875A6	29	2.04	2015	29
#3875A6	29	1.99	2015	29
#3875A6	29	2.01	2015	29
#3875A6	29	1.97	2015	29
#3C7CB0	29	1.93	2016	29
#3C7CB0	29	1.9	2016	29
#3C7CB0	29	1.9	2016	29
#3C7CB0	29	1.86	2016	29
#3C7CB0	29	1.79	2016	29
#3C7CB0	29	1.71	2016	29
#3C7CB0	29	1.69	2016	29
#3C7CB0	29	1.66	2016	29
#3C7CB0	29	1.6	2016	29
#3C7CB0	29	1.6	2016	29
#3C7CB0	29	1.59	2016	29
#3C7CB0	29	1.59	2016	29
#3F83BA	29	1.58	2017	29
#3F83BA	29	1.58	2017	29
#3F83BA	29	1.53	2017	29
#3F83BA	29	1.5	2017	29
#3F83BA	29	1.48	2017	29
#3F83BA	29	1.4	2017	29
#3F83BA	29	1.34	2017	29
#3F83BA	29	1.28	2017	29
#3F83BA	29	1.28	2017	29
#3F83BA	29	1.24	2017	29
#3F83BA	29	1.23	2017	29
#3F83BA	29	1.29	2017	29
#438BC4	29	1.3	2018	29
#438BC4	29	1.31	2018	29
#438BC4	29	1.31	2018	29
#438BC4	29	1.27	2018	29
#438BC4	29	1.23	2018	29
#438BC4	29	1.19	2018	29
#438BC4	29	1.19	2018	29
#438BC4	29	1.15	2018	29
#438BC4	29	1.13	2018	29
#438BC4	29	1.13	2018	29
#438BC4	29	1.13	2018	29
#438BC4	29	1.13	2018	29
#4792CE	29	1.1	2019	29
#4792CE	29	1.09	2019	29
#4792CE	29	1.09	2019	29
#4792CE	29	1.08	2019	29
#4792CE	29	1.1	2019	29
#4792CE	29	1.06	2019	29
#4792CE	29	1.04	2019	29
#4792CE	29	1.03	2019	29
#4792CE	29	1.03	2019	29
#4792CE	29	0.96	2019	29
#4792CE	29	0.85	2019	29
#4792CE	29	0.87	2019	29
#4B9AD8	29	0.91	2020	29
#4B9AD8	29	0.9	2020	29
#4B9AD8	29	0.87	2020	29
#4B9AD8	29	0.94	2020	29
#4B9AD8	29	1	2020	29
#4B9AD8	29	1.03	2020	29
#4B9AD8	29	0.96	2020	29
#4B9AD8	29	0.94	2020	29
#4B9AD8	29	0.9	2020	29
#4B9AD8	29	0.81	2020	29
#4B9AD8	29	0.77	2020	29
#4B9AD8	29	0.71	2020	29
#4EA2E2	29	0.74	2021	29
#4EA2E2	29	0.76	2021	29
#4EA2E2	29	0.77	2021	29
#4EA2E2	29	0.86	2021	29
#4EA2E2	29	0.86	2021	29
#4EA2E2	29	0.81	2021	29
#4EA2E2	29	0.79	2021	29
#4EA2E2	29	0.76	2021	29
#4EA2E2	29	0.79	2021	29
#4EA2E2	29	0.72	2021	29
#4EA2E2	29	0.69	2021	29
#4EA2E2	29	0.68	2021	29
#52A9ED	29	0.61	2022	29
#52A9ED	29	0.61	2022	29
#52A9ED	29	0.56	2022	29
#52A9ED	29	0.53	2022	29
#52A9ED	29	0.53	2022	29
#52A9ED	29	0.59	2022	29
#52A9ED	29	0.63	2022	29
#52A9ED	29	0.61	2022	29
#52A9ED	29	0.62	2022	29
#52A9ED	29	0.63	2022	29
#52A9ED	29	0.62	2022	29
#52A9ED	29	0.6	2022	29
#56B1F7	29	0.59	2023	29
#56B1F7	29	0.58	2023	29
#56B1F7	29	0.56	2023	29
#56B1F7	29	0.6	2023	29
#56B1F7	29	0.61	2023	29
